"","company","Date","ROI5","ROI5_SPY"
"1","COST",1993-10-01,1.36544865999312,1.36733782622914
"2","CSCO",1993-12-01,11.4555337524176,1.80286431431715
"3","EMN",1994-01-01,0.174094553632749,1.91750111105602
"4","KEY",1994-03-01,1.69822437969753,1.92840318229384
"5","UNM",1994-03-01,0.907478879957994,1.92840318229384
"6","MSFT",1994-06-01,10.8490536958995,2.09679563385884
"7","UNH",1994-07-01,0.333261284215428,2.38973395436548
"8","LUV",1994-07-01,1.77272268536999,2.38973395436548
"9","MU",1994-09-27,3.56689014649497,2.04212020098117
"10","BSX",1995-02-24,0.817073170731707,1.96252551650516
"11","AMAT",1995-03-16,12.5778049705115,2.18911228168322
"12","BK",1995-03-31,4.90651982992022,2.24620518008098
"13","ALL",1995-07-13,0.661600067292518,1.87833133705185
"14","CMA",1995-12-01,1.32908293138207,1.3305055500754
"15","AON",1996-04-23,0.507236354674301,1.00451383849142
"16","AZO",1997-01-02,1.71844660194175,0.66054019427949
"17","ADBE",1997-05-05,2.15840175041316,0.344760928058134
"18","CAH",1997-05-27,1.62737533860502,0.349960222461218
"19","SCHW",1997-06-02,0.973124194449454,0.30866426858297
"20","EFX",1997-06-19,0.500069690339348,0.207782416336948
"21","APA",1997-07-28,0.668788260009457,0.0151482475312814
"22","PGR",1997-08-04,0.319734086249083,-0.0648304308600285
"23","YUM",1997-10-06,0.813749378979112,-0.134940218599923
"24","CINF",1997-12-18,-0.0660678159856496,-0.00389478594561088
"25","COF",1998-07-01,0.186505971522152,-0.0835363849166038
"26","RF",1998-08-28,0.192513519123799,0.0391989911088673
"27","AES",1998-10-02,-0.585205506401314,0.0848266252308825
"28","CCL",1998-12-22,-0.013388622840058,-0.0295978226642487
"29","CMS",1999-05-03,-0.755320428993794,-0.116324749482153
"30","AFL",1999-05-28,0.653962564018025,-0.0732725967230834
"31","NTAP",1999-06-25,0.62734086620438,-0.0752896214061614
"32","BBY",1999-06-29,0.178336001330387,-0.0943038078220387
"33","VMC",1999-06-30,0.0966247435727332,-0.105654117726417
"34","ADI",1999-10-12,0.336161729380059,-0.0839431125173223
"35","XLNX",1999-11-08,-0.290792864031989,-0.0909158524519522
"36","CTXS",1999-12-01,-0.504722615073936,-0.0876243932764394
"37","A",2000-06-05,-0.689620247039752,-0.120175557159662
"38","TIF",2000-06-21,0.0352556909078434,-0.112723678921898
"39","DVN",2000-08-30,0.998029784242773,-0.130310862558241
"40","EOG",2000-11-02,2.50388804479574,-0.0768439886316653
"41","AYE",2000-12-05,-0.592161025589809,-0.00548471722500743
"42","RHI",2000-12-05,0.224157997655548,-0.00548471722500743
"43","ABK",2000-12-05,4.50738675276392,-0.00548471722500743
"44","INTU",2000-12-05,0.0356757638361747,-0.00548471722500743
"45","SYK",2000-12-12,0.834998132383264,-0.00875495494790002
"46","CTAS",2001-03-01,0.14414734572558,0.12595565964937
"47","FISV",2001-04-02,0.341587301587301,0.233490811784693
"48","ZION",2001-06-22,0.506046359535992,0.101788433363126
"49","ZBH",2001-08-07,1.1977291117977,0.151741441679941
"50","ABC",2001-08-30,0.420707299011093,0.253947800053506
"51","NVDA",2001-11-30,0.35395325409956,0.340900976270248
"52","EQR",2001-12-03,1.46138963875894,0.356238147208424
"53","SPG",2002-06-26,2.31788268861447,0.658060457896532
"54","UPS",2002-07-22,0.284655058613387,1.04661460248209
"55","EA",2002-07-22,0.940494009749027,1.04661460248209
"56","PFG",2002-07-22,1.37900312212334,1.04661460248209
"57","GS",2002-07-22,1.97993737824588,1.04661460248209
"58","PRU",2002-07-22,2.23435159346102,1.04661460248209
"59","ANTM",2002-07-25,1.47493871409061,0.972061886553939
"60","TRV",2002-08-21,0.855936672510758,0.653831795898493
"61","DGX",2002-12-12,0.910450148333517,0.798480604050199
"62","AIV",2003-03-14,0.417220641808567,0.684388570913414
"63","PLD",2003-07-17,1.26526214110722,0.39290258735033
"64","BIIB",2003-11-13,0.324822723404255,-0.0588284181668317
"65","ETFC",2004-03-31,-0.906632489368185,-0.222589064050913
"66","MYL",2004-04-23,-0.389616400917983,-0.174593084828671
"67","GILD",2004-07-01,1.79790934359806,-0.0942764143840187
"68","LH",2004-11-01,0.528050610607933,0.0188117186282877
"69","NOV",2005-03-14,0.772158459067437,0.0544286624359442
"70","STZ",2005-07-01,-0.479933111751977,-0.0482959100426236
"71","PSA",2005-08-19,0.731852014842214,-0.0248625821910872
"72","AMP",2005-10-03,0.490832825900898,0.0282289845539669
"73","LEN",2005-10-04,-0.715557274843133,0.0399343008142852
"74","AMZN",2005-11-18,2.42163397248854,0.0624384503995548
"75","EL",2006-01-05,1.56864485970565,0.110443173678345
"76","VRSN",2006-02-01,0.5542596134088,0.128464323319783
"77","BXP",2006-04-03,0.376017305772352,0.138751623800471
"78","GOOG",2006-04-03,0.508031915434787,0.138751623800471
"79","KIM",2006-04-04,-0.40296744191747,0.131512101170834
"80","CME",2006-08-11,-0.40212292733088,0.0246443619625589
"81","FIS",2006-11-10,0.129826193466363,-0.00173784284397993
"82","CBRE",2006-11-10,-0.490246242404861,-0.00173784284397993
"83","CTSH",2006-11-17,0.676404977389402,-0.0347059472773871
"84","AVB",2007-01-10,0.222503591177261,0.013486534253017
"85","RL",2007-02-02,0.869719267844985,0.0178338471183788
"86","VAR",2007-02-12,0.336343075979903,0.0482374308821565
"87","CHRW",2007-03-02,0.454955376562695,0.0999922852388591
"88","HST",2007-03-20,-0.297488956692547,0.107169533981875
"89","AIZ",2007-04-10,-0.2497217211007,0.0444099378542631
"90","DFS",2007-07-02,0.342307614437257,0.000341050119942121
"91","AKAM",2007-07-12,-0.422993929311479,-0.0381195145213814
"92","JEF",2007-08-27,-0.493336304106406,0.0713617282280434
"93","MCHP",2007-09-07,0.164134262870491,0.0990616689054047
"94","ICE",2007-09-26,-0.113429837396295,0.0478834498560667
"95","EXPE",2007-10-02,0.179683138278432,0.043702142208236
"96","NBL",2007-10-08,0.383914621242155,0.0456260883779525
"97","EXPD",2007-10-10,-0.29080534301887,0.020779996572547
"98","AMT",2007-11-19,0.669043567400367,0.077125177419596
"99","GME",2007-12-13,-0.502117621554941,0.0649592392888774
"100","RRC",2007-12-20,0.290524278860972,0.10023231548538
"101","PM",2008-03-31,1.25777363923725,0.317725469282293
"102","ISRG",2008-06-02,0.733418747427577,0.318572186575944
"103","COG",2008-06-23,1.07330657590547,0.331884444557692
"104","MA",2008-07-18,1.16981746496038,0.494212255597297
"105","DVA",2008-07-31,1.08433318117576,0.482792751828323
"106","IVZ",2008-08-21,0.424809096803987,0.435340466130027
"107","CF",2008-08-27,0.330906296218034,0.415420391191154
"108","CRM",2008-09-15,2.62408773722628,0.580864398541561
"109","PXD",2008-09-24,2.28710750962004,0.587529308991335
"110","APH",2008-09-30,0.962149403835094,0.613174318724085
"111","FLS",2008-10-02,1.80208827560238,0.684534014914452
"112","NDAQ",2008-10-22,0.126010254657298,1.15526735676812
"113","WEC",2008-10-31,1.27218407111881,1.02185958417343
"114","SJM",2008-11-06,2.18140804449001,1.17162152066302
"115","PBCT",2008-11-13,-0.0124482486500856,1.17901849907096
