"","company","Date","ROI5","ROI5_SPY"
"116","WYNN",2008-11-14,4.322592944952,1.3049213673804
"117","XRAY",2008-11-14,0.700321205948653,1.3049213673804
"118","RSG",2008-12-05,0.77224570347152,1.26640208625209
"119","FLIR",2009-01-02,-0.051414254284149,1.18560602951218
"120","IRM",2009-01-06,0.568024007275446,1.1670263005803
"121","WELL",2009-01-30,1.00551782368587,1.4034213212765
"122","VTR",2009-03-03,2.59898838458591,1.93224042318048
"123","HRL",2009-03-03,2.36762309667293,1.93224042318048
"124","HRL",2009-03-04,2.45090335523386,1.90464196965894
"125","VTR",2009-03-04,2.5339285369402,1.90464196965894
"126","ORLY",2009-03-27,3.18861406522755,1.50532055200002
"127","FTI",2009-06-05,2.21417358649539,1.27807694123145
"128","WDC",2009-07-01,2.67291739199489,1.36178964209712
"129","PWR",2009-07-01,0.535870232052959,1.36178964209712
"130","FMC",2009-08-19,1.83326549447645,1.19657139760738
"131","FAST",2009-09-15,1.63481323098867,1.08306996201856
"132","BKNG",2009-11-06,5.38226744186047,1.09854865675394
"133","ROST",2009-12-21,3.49860465097355,1.06260033860386
"134","V",2009-12-21,2.13523461554792,1.06260033860386
"135","ROP",2009-12-23,2.09886629941419,1.05394573064807
"136","NRG",2010-01-29,0.0643576254771765,1.08179486354773
"137","HP",2010-02-26,0.75457935763408,1.11266870423148
"138","HP",2010-03-01,0.739017555846453,1.09698808814639
"139","DISCA",2010-03-01,1.06850285510395,1.09698808814639
"140","OKE",2010-03-15,1.6113128765254,0.998941752002297
"141","CERN",2010-04-29,2.33851433834884,0.929013681006231
"142","CERN",2010-04-30,2.38846375529253,0.942634712715486
"143","KMX",2010-06-28,2.17009068322981,1.11534189078965
"144","QEP",2010-06-30,-0.391509699916732,1.20828099993172
"145","CB",2010-07-14,1.38631001082729,1.1275612067626
"146","CB",2010-07-15,1.39845408993573,1.12627178764092
"147","JCI",2010-08-27,1.36935218436381,1.06487691451043
"148","FFIV",2010-12-17,-0.272553447266872,0.815133990666571
"149","NFLX",2010-12-17,3.76374870893508,0.815133990666571
"150","NFLX",2010-12-20,3.58528478558594,0.793176137776906
"151","FFIV",2010-12-20,-0.281784699921031,0.793176137776906
"152","EW",2011-03-31,1.02781613793103,0.718678262779494
"153","BLK",2011-04-01,0.958554001834334,0.723107994663323
"154","EW",2011-04-01,1.08946204252353,0.723107994663323
"155","BLK",2011-04-04,0.94949297411262,0.716110835498085
"156","CMG",2011-04-27,0.586387836501901,0.71096201923897
"157","CMG",2011-04-28,0.593886350292519,0.689953217404804
"158","MPC",2011-06-30,1.06752187849524,0.760448778904224
"159","MPC",2011-07-01,1.09832395342157,0.738459686135461
"160","ACN",2011-07-05,1.07641173603551,0.727371952112861
"161","ACN",2011-07-06,1.07237534392959,0.735657949490117
"162","MOS",2011-09-23,-0.520279513423692,1.10954123273908
"163","MOS",2011-09-26,-0.541839286390888,1.04384647413084
"164","TEL",2011-10-14,0.984261813377691,0.928161076522571
"165","TEL",2011-10-17,0.999764339132506,0.958863213922436
"166","XYL",2011-10-31,0.953745500722631,0.878108550788446
"167","XYL",2011-11-01,0.867846399913935,0.91799060957409
"168","CBE",2011-11-18,-0.999712312997935,0.986397210700314
"169","BWA",2011-12-16,0.329109336385079,1.05150064882264
"170","PRGO",2011-12-16,-0.138089420483836,1.05150064882264
"171","DLTR",2011-12-16,1.03332521130162,1.05150064882264
"172","PRGO",2011-12-19,-0.119376927830489,1.07818690651233
"173","BWA",2011-12-19,0.337938703433972,1.07818690651233
"174","DLTR",2011-12-19,1.0722979202681,1.07818690651233
"175","TRIP",2011-12-20,0.612892656423643,1.02492966542742
"176","TRIP",2011-12-21,0.672569434072759,1.01539117107545
"177","WPX",2011-12-31,-0.175138121546961,0.958146580509142
"178","CCI",2012-03-13,0.865609721885089,0.882026896262979
"179","CCI",2012-03-14,0.9002600143697,0.876835490545072
"180","FOSL",2012-04-03,-0.874097774195236,0.846520858699137
"181","PSX",2012-04-23,1.4535590053574,0.921770097315952
"182","PSX",2012-05-01,1.74292809670766,0.879725802715054
"183","KMI",2012-05-17,-0.268985489668236,0.997422005628625
"184","ALXN",2012-05-21,0.30036047092473,1.01169703793645
"185","ALXN",2012-05-25,0.0657866493353527,1.02851231501448
"186","KMI",2012-05-25,-0.25895999870731,1.02851231501448
"187","LRCX",2012-06-05,3.48486324862767,1.09528336131735
"188","MNST",2012-06-28,1.23120634751776,1.03179621685036
"189","MNST",2012-06-29,1.10294937913064,0.964958644484261
"190","LRCX",2012-06-29,2.93858163896588,0.964958644484261
"191","STX",2012-07-02,1.04224166068199,0.966037619746731
"192","LYB",2012-09-05,1.39214120515222,0.934921531811893
"193","PNR",2012-10-01,0.803255982710609,0.936140678560059
"194","MDLZ",2012-10-02,0.605125339325573,0.93413141982301
"195","DG",2012-12-03,0.928099601234454,1.06839434185872
"196","GRMN",2012-12-11,0.852970604573389,1.05645533328631
"197","GRMN",2012-12-12,0.866866234959267,1.05908004176689
"198","APTV",2012-12-24,2.04265806475181,1.07495971897129
"199","ABBV",2012-12-31,2.34482416378739,1.03421323123163
"200","PVH",2013-02-15,0.270692009761498,0.984265201125459
"201","REGN",2013-04-30,0.411545944090109,0.830405151944002
"202","REGN",2013-05-01,0.269417210526868,0.849875429545589
"203","MAC",2013-05-08,0.0781911715944852,0.805694548568418
"204","MAC",2013-05-09,0.0789486793630356,0.828296331788569
"205","KSU",2013-05-23,0.0333778714259874,0.825676566146002
"206","KSU",2013-05-24,0.0713406008548212,0.823479039224573
"207","GM",2013-06-06,0.534124506879762,0.883624932929542
"208","ZTS",2013-06-21,1.96385036354156,0.903496071396246
"209","NLSN",2013-07-08,0.0516458920145271,0.871486088637856
"210","NLSN",2013-07-09,0.0783744068681513,0.858113017112889
"211","NWSA",2013-08-01,-0.0265305217678685,0.817053291080271
"212","DAL",2013-09-10,1.74352998311397,0.883650059954445
"213","DAL",2013-09-11,1.80338626663618,0.883948254013328
"214","VRTX",2013-09-20,1.37058436321512,0.889469025834335
"215","AME",2013-09-20,0.828232838401601,0.889469025834335
"216","AME",2013-09-23,0.808182381247081,0.890218927413449
"217","VRTX",2013-09-23,1.4099749654703,0.890218927413449
"218","RIG",2013-10-29,-0.750485144449308,0.643775839289835
"219","CPRI",2013-11-13,-0.413310623839625,0.683363223033797
"220","ALLE",2013-12-02,1.23544021248322,0.707578346034112
"221","MHK",2013-12-23,-0.234614568124197,0.417583557624469
"222","FB",2013-12-23,1.14748135710576,0.417583557624469
"223","ADS",2013-12-23,-0.422993320795671,0.417583557624469
"224","TSCO",2014-01-24,0.327648747759685,0.626722562946248
"225","ESS",2014-04-02,0.961758203532518,0.671734023128827
"226","GOOGL",2014-04-03,1.11865277165354,0.676583571182864
"227","NAVI",2014-05-01,0.00283748127129768,0.710855903488708
"228","AVGO",2014-05-08,3.9974249504908,0.691600761462501
"229","XEC",2014-06-20,-0.586438141458572,0.659280254710316
"230","XEC",2014-06-21,-0.595892928093021,0.655346433992661
"231","AMG",2014-07-01,-0.543033119318315,0.657005774446336
"232","MLM",2014-07-02,0.870710589725409,0.659636716395062
"233","DISCK",2014-08-06,-0.328244266726317,0.654607632003025
"234","DISCK",2014-08-07,-0.309451993701659,0.664598313994893
"235","MNK",2014-08-18,-0.936388888888889,0.635603102187214
"236","URI",2014-09-20,0.117979941105441,0.653413012499324
"237","UHS",2014-09-20,0.347843855727139,0.653413012499324
"238","RCL",2014-12-05,0.730895008811004,0.656374641298345
"239","ENDP",2015-01-27,-0.927003640022439,0.760815594510157
"240","HCA",2015-01-27,1.00318356760939,0.760815594510157
"241","SWKS",2015-03-12,-0.064183467454924,0.322036025451888
"242","HSIC",2015-03-17,0.00661777907053462,0.341455525139885
"243","HSIC",2015-03-18,-0.0702952585664713,0.25840573944238
"244","HBI",2015-03-20,-0.699233359030309,0.201657189158265
"245","SLG",2015-03-20,-0.599625160132779,0.201657189158265
"246","EQIX",2015-03-20,1.44784147516717,0.201657189158265
"247","SLG",2015-03-23,-0.63911372379829,0.173219216320368
"248","EQIX",2015-03-23,1.36682176811126,0.173219216320368
"249","HBI",2015-03-23,-0.699672759579102,0.173219216320368
"250","AAL",2015-03-23,-0.801543542053572,0.173219216320368
"251","O",2015-04-07,0.207362885918512,0.413489182321615
"252","QRVO",2015-06-11,0.309634134146342,0.569702094878712
"253","JBHT",2015-07-01,0.491354663505745,0.652959248697565
"254","KHC",2015-07-06,-0.460825709864028,0.694087396565599
"255","AAP",2015-07-08,-0.135202901729188,0.70752840372502
"256","AAP",2015-07-09,-0.16319428099004,0.694741904335955
"257","PYPL",2015-07-20,3.41858172921715,0.685083731841953
"258","SIG",2015-07-29,-0.882811915863803,0.703826810814584
"259","ATVI",2015-08-28,1.94591966224558,0.94318453476686
"260","ATVI",2015-08-31,2.01782980306492,0.951914527337156
"261","UAL",2015-09-02,-0.356083114748069,1.0219143869319
"262","UAL",2015-09-03,-0.346724855895197,0.950933890254104
"263","NWS",2015-09-18,0.300833012116654,0.86640747808443
"264","CMCSA",2015-09-18,0.735719609395684,0.86640747808443
"265","VRSK",2015-10-07,1.28838718576185,0.88527742003588
"266","VRSK",2015-10-08,1.2984206866023,0.884970763652662
"267","HPE",2015-11-02,0.206155698862315,0.731512236292911
"268","SYF",2015-11-18,0.064297811473937,0.883129384292748
"269","ILMN",2015-11-19,0.720665207557917,0.892689784313456
